@relation cal_housing-weka.filters.unsupervised.attribute.Center-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute longitude numeric
@attribute latitude numeric
@attribute housingMedianAge numeric
@attribute totalRooms numeric
@attribute totalBedrooms numeric
@attribute population numeric
@attribute households numeric
@attribute medianIncome numeric
@attribute medianHouseValue numeric

@data
0.226096,0.54729,0.686275,0.059718,0.077281,0.030887,0.076632,0.193253,0.372578
0.227092,0.54729,0.588235,0.150364,0.20298,0.083971,0.212794,0.179066,0.361856
0.226096,0.54729,0.823529,0.040007,0.050124,0.020656,0.046538,0.162156,0.342269
0.226096,0.54729,0.803922,0.035912,0.042365,0.017545,0.039961,0.196404,0.35031
0.226096,0.546227,0.705882,0.021517,0.031192,0.008717,0.033547,0.13075,0.362475
0.226096,0.546227,0.27451,0.077547,0.106145,0.041369,0.109686,0.208935,0.468454
0.2251,0.54729,0.372549,0.109212,0.126629,0.04846,0.131393,0.296803,0.35732
0.219124,0.552604,1,0.073656,0.086282,0.037417,0.090281,0.231107,0.347423
0.22012,0.552604,1,0.027189,0.031037,0.012248,0.031409,0.245948,0.390104
0.22012,0.551541,0.980392,0.06656,0.062384,0.025757,0.064463,0.283051,0.488454
0.219124,0.552604,0.941176,0.037947,0.048883,0.017041,0.047196,0.117247,0.355671
0.218127,0.551541,1,0.057429,0.064401,0.027775,0.067588,0.24941,0.377732
0.219124,0.552604,1,0.035404,0.034451,0.015191,0.037658,0.237935,0.420619
0.219124,0.551541,1,0.026095,0.019863,0.008801,0.023351,0.304382,0.536082
0.219124,0.551541,0.862745,0.095529,0.12694,0.044003,0.120868,0.161074,0.475052
0.217131,0.551541,0.882353,0.054962,0.072781,0.025842,0.07137,0.189659,0.335052
0.218127,0.551541,0.941176,0.043161,0.06316,0.021441,0.063148,0.160701,0.322887
0.217131,0.551541,1,0.039498,0.044693,0.017293,0.047854,0.22179,0.347011
0.218127,0.551541,1,0.028282,0.031813,0.011828,0.033876,0.142246,0.329898
0.216135,0.550478,0.862745,0.038049,0.048417,0.028028,0.049992,0.227914,0.292166
0.216135,0.549416,0.862745,0.018414,0.022657,0.014462,0.022036,0.19828,0.293815
0.217131,0.549416,0.72549,0.022585,0.030881,0.013397,0.032396,0.189246,0.339794
0.216135,0.548353,0.686275,0.067069,0.082557,0.033801,0.085183,0.243231,0.392784
0.216135,0.548353,0.666667,0.06511,0.085816,0.039099,0.08617,0.199356,0.337939
0.215139,0.549416,0.686275,0.009131,0.010552,0.004344,0.009373,0.348009,0.510309
0.217131,0.550478,0.803922,0.076454,0.10211,0.050842,0.109028,0.198004,0.309279
0.217131,0.550478,0.882353,0.034768,0.043917,0.021385,0.047361,0.209059,0.298351
0.217131,0.550478,0.078431,0.042983,0.061608,0.02273,0.053774,0.218142,0.295465
0.218127,0.550478,0.72549,0.025561,0.037865,0.017237,0.039138,0.163798,0.26763
0.217131,0.550478,0.823529,0.096165,0.126164,0.059867,0.129584,0.242776,0.31196
0.218127,0.549416,0.705882,0.038278,0.037399,0.017629,0.041441,0.279679,0.362887
0.218127,0.549416,0.686275,0.016888,0.020329,0.010174,0.021871,0.204439,0.329898
0.218127,0.550478,0.176471,0.056641,0.09311,0.024496,0.079592,0.19608,0.252578
0.219124,0.551541,0.529412,0.056285,0.090937,0.023179,0.094063,0.116543,0.261238
0.219124,0.550478,0.588235,0.04105,0.057573,0.020628,0.062161,0.166191,0.403918
0.219124,0.550478,0.901961,0.030215,0.038796,0.015051,0.043578,0.19828,0.377939
0.219124,0.550478,0.54902,0.105982,0.162322,0.056644,0.158033,0.159487,0.293609
0.22012,0.551541,1,0.051427,0.049503,0.022983,0.054761,0.310347,0.514845
0.22012,0.551541,0.72549,0.043771,0.060987,0.019844,0.057885,0.17706,0.419382
0.22012,0.551541,0.823529,0.057531,0.060366,0.02601,0.060352,0.228452,0.453815
0.221116,0.551541,0.627451,0.050715,0.041434,0.019143,0.044236,0.442042,0.673814
0.221116,0.550478,0.490196,0.07274,0.060987,0.028784,0.065121,0.511172,0.726391
0.221116,0.550478,0.666667,0.055471,0.05928,0.027271,0.064299,0.2303,0.471134
0.222112,0.549416,0.666667,0.026324,0.031968,0.015387,0.034369,0.241383,0.315258
0.221116,0.550478,0.470588,0.028791,0.023588,0.009445,0.027956,0.414449,0.734432
0.22012,0.550478,0.745098,0.01994,0.020329,0.007988,0.021543,0.207976,0.420413
0.22012,0.550478,0.862745,0.03548,0.039106,0.015471,0.040618,0.171246,0.387011
0.221116,0.550478,0.862745,0.058828,0.069832,0.028112,0.07285,0.208556,0.35299
0.221116,0.549416,0.843137,0.040974,0.052452,0.021665,0.056734,0.180025,0.358557
0.221116,0.549416,0.843137,0.03609,0.046089,0.016985,0.044236,0.212287,0.340207
0.219124,0.549416,0.333333,0.146905,0.236654,0.068332,0.222167,0.184018,0.387011
0.22012,0.549416,0.509804,0.078641,0.134233,0.038146,0.129584,0.145529,0.343712
0.22012,0.549416,0.333333,0.099268,0.156114,0.061493,0.171518,0.220225,0.31299
0.221116,0.548353,0.823529,0.07742,0.086282,0.037277,0.089295,0.204025,0.347836
0.221116,0.548353,0.352941,0.089374,0.110025,0.050646,0.115442,0.234707,0.418557
0.219124,0.549416,0.686275,0.025332,0.027467,0.014799,0.029929,0.242817,0.363918
0.219124,0.548353,0.686275,0.037184,0.037709,0.018751,0.042756,0.210673,0.370516
0.22012,0.548353,0.313725,0.037159,0.045158,0.019395,0.054103,0.281789,0.355052
0.221116,0.548353,0.392157,0.104837,0.163408,0.060512,0.163953,0.147046,0.429072
0.221116,0.54729,0.313725,0.060481,0.119181,0.033998,0.105575,0.199659,0.528453
0.22012,0.548353,0.686275,0.032148,0.035227,0.016901,0.039138,0.239328,0.369279
0.218127,0.548353,0.686275,0.056895,0.060521,0.033633,0.062161,0.310644,0.36165
0.22012,0.54729,0.72549,0.039905,0.049038,0.024412,0.049334,0.273513,0.35897
0.219124,0.54729,0.72549,0.031639,0.03414,0.01777,0.036343,0.218107,0.349691
0.219124,0.54729,0.686275,0.038125,0.044382,0.019619,0.045223,0.233549,0.375877
0.219124,0.548353,0.686275,0.037286,0.038951,0.02046,0.037494,0.204025,0.366186
0.218127,0.54729,0.686275,0.028384,0.03383,0.017433,0.037329,0.2263,0.365361
0.218127,0.548353,0.686275,0.02785,0.032123,0.015836,0.036836,0.171846,0.37031
0.218127,0.548353,0.686275,0.04367,0.046865,0.023347,0.050978,0.271555,0.368042
0.217131,0.548353,0.45098,0.044585,0.056487,0.026598,0.059365,0.241383,0.386805
0.218127,0.546227,0.294118,0.042856,0.053849,0.015836,0.057721,0.130136,0.140826
0.217131,0.54729,0.45098,0.05748,0.060521,0.031447,0.060023,0.293858,0.407423
0.216135,0.546227,0.078431,0.053029,0.063004,0.023459,0.065779,0.34385,0.356289
0.218127,0.54729,0.686275,0.037591,0.042986,0.022226,0.046374,0.268769,0.393196
0.219124,0.54729,0.686275,0.039244,0.04221,0.024104,0.043743,0.242135,0.366805
0.219124,0.546227,0.666667,0.06689,0.069212,0.037725,0.079757,0.268031,0.392165
0.219124,0.546227,0.568627,0.057455,0.068591,0.025954,0.062819,0.260976,0.409073
0.219124,0.54729,0.745098,0.042423,0.047641,0.026738,0.054925,0.319396,0.347629
0.22012,0.54729,0.705882,0.054403,0.082868,0.03055,0.091103,0.172129,0.336908
0.22012,0.546227,0.509804,0.084821,0.094972,0.041649,0.099655,0.216307,0.421031
0.22012,0.546227,0.588235,0.08093,0.110956,0.043667,0.103108,0.158315,0.346599
0.224104,0.54729,0.843137,0.059489,0.077436,0.035119,0.079592,0.169018,0.292991
0.222112,0.54729,0.568627,0.030393,0.041589,0.019395,0.045716,0.20259,0.294434
0.221116,0.54729,0.647059,0.028715,0.042986,0.015611,0.038809,0.163798,0.302475
0.222112,0.549416,0.72549,0.029554,0.043917,0.017629,0.047361,0.174798,0.282681
0.222112,0.548353,0.784314,0.08884,0.121974,0.051739,0.123171,0.150281,0.267836
0.222112,0.548353,0.313725,0.063228,0.095593,0.035988,0.088308,0.17188,0.340001
0.222112,0.54729,0.666667,0.068137,0.078678,0.0442,0.087979,0.248569,0.338351
0.222112,0.548353,0.352941,0.063406,0.098386,0.043947,0.09505,0.143681,0.298764
0.223108,0.548353,0.431373,0.042907,0.071384,0.023123,0.072685,0.114157,0.301856
0.223108,0.548353,0.54902,0.032962,0.047331,0.023319,0.055419,0.126033,0.320413
0.223108,0.548353,0.352941,0.068442,0.122284,0.049385,0.118895,0.13246,0.252578
0.224104,0.54729,0.784314,0.018923,0.022346,0.010763,0.026311,0.234921,0.336908
0.223108,0.54729,0.705882,0.062109,0.100869,0.043695,0.101464,0.148032,0.289073
0.223108,0.54729,0.803922,0.037387,0.047952,0.021441,0.05065,0.204439,0.300826
0.222112,0.54729,0.176471,0.05659,0.086747,0.031867,0.077454,0.130853,0.314021
0.231076,0.54729,0.372549,0.005036,0.003724,0.002242,0.004933,0.413794,0.670102
0.237052,0.541977,0.607843,0.03258,0.02995,0.013509,0.027956,0.383271,0.85773
0.232072,0.540914,0.098039,0.062134,0.091403,0.033241,0.094063,0.234197,0.589897
0.23008,0.540914,0.392157,0.033191,0.036468,0.01634,0.040783,0.295265,0.467835
0.229084,0.540914,0.078431,0.096215,0.145096,0.062698,0.130077,0.191928,0.304125
0.23008,0.544102,0.176471,0.051605,0.055245,0.024216,0.057721,0.332202,0.585979
0.23008,0.543039,0.176471,0.211023,0.205618,0.107178,0.211643,0.397098,0.619587
0.229084,0.546227,0.431373,0.191159,0.198324,0.107178,0.21263,0.322078,0.416083
0.227092,0.546227,0.686275,0.046111,0.065953,0.035791,0.070712,0.189659,0.418763
0.228088,0.546227,0.568627,0.136451,0.187151,0.074666,0.172011,0.184804,0.320207
0.226096,0.546227,0.490196,0.02963,0.057263,0.007007,0.022365,0.132391,0.536082
0.226096,0.546227,0.490196,0.066255,0.10568,0.039183,0.099655,0.148715,0.34866
0.226096,0.545165,0.54902,0.012488,0.025916,0.006446,0.024831,0.031986,0.29897
0.2251,0.545165,0.921569,0.031792,0.047176,0.018779,0.050485,0.126605,0.329898
0.2251,0.546227,0.784314,0.035098,0.054624,0.019647,0.051472,0.207687,0.376289
0.2251,0.54729,0.823529,0.012666,0.016915,0.007567,0.019569,0.19397,0.278351
0.2251,0.546227,0.54902,0.059286,0.083333,0.031307,0.088637,0.131329,0.39299
0.2251,0.546227,0.784314,0.046594,0.071695,0.030887,0.076632,0.160846,0.320207
0.2251,0.546227,0.823529,0.035938,0.053849,0.015864,0.048018,0.139012,0.362681
0.224104,0.546227,0.705882,0.034335,0.052917,0.019283,0.053116,0.200225,0.375052
0.224104,0.546227,0.705882,0.053767,0.077902,0.030999,0.073508,0.14035,0.327836
0.223108,0.546227,0.705882,0.050206,0.074488,0.033465,0.076303,0.14326,0.320001
0.224104,0.546227,0.72549,0.045196,0.063935,0.029653,0.065614,0.179053,0.342063
0.224104,0.545165,0.647059,0.093011,0.139044,0.069397,0.148331,0.169411,0.279382
0.224104,0.546227,0.588235,0.04807,0.066263,0.032484,0.063805,0.181039,0.313609
0.222112,0.546227,0.666667,0.049748,0.074953,0.032036,0.073508,0.16897,0.276083
0.222112,0.546227,0.764706,0.039448,0.039106,0.020208,0.043743,0.267589,0.374021
0.222112,0.546227,0.705882,0.061295,0.060987,0.027243,0.061503,0.244259,0.363093
0.223108,0.545165,0.686275,0.053614,0.060211,0.026598,0.060681,0.22759,0.355671
0.222112,0.546227,0.862745,0.055369,0.062073,0.0324,0.06545,0.20579,0.341444
0.221116,0.546227,0.862745,0.06244,0.068901,0.031559,0.069232,0.245438,0.34598
0.221116,0.546227,0.843137,0.054555,0.061763,0.032848,0.065779,0.254996,0.338764
0.221116,0.546227,0.823529,0.042576,0.052607,0.025814,0.053774,0.213797,0.33897
0.22012,0.546227,0.666667,0.07564,0.08023,0.039827,0.088308,0.259796,0.402681
0.22012,0.545165,0.647059,0.077166,0.082557,0.038202,0.082059,0.257838,0.365568
0.219124,0.545165,0.666667,0.062821,0.061608,0.032736,0.06397,0.350326,0.377526
0.22012,0.545165,0.686275,0.037769,0.038485,0.017882,0.039796,0.246086,0.373609
0.221116,0.545165,0.72549,0.051122,0.053693,0.02458,0.054432,0.184377,0.343506
0.22012,0.545165,0.705882,0.084948,0.088144,0.045741,0.091432,0.296092,0.354434
0.22012,0.545165,0.705882,0.080218,0.082713,0.041817,0.08913,0.297417,0.35732
0.221116,0.545165,0.764706,0.044407,0.049193,0.025533,0.051965,0.232252,0.348454
0.222112,0.545165,0.627451,0.087161,0.105525,0.05031,0.113962,0.237211,0.349898
0.221116,0.545165,0.803922,0.091307,0.108939,0.045461,0.109193,0.189204,0.340001
0.223108,0.545165,0.72549,0.026273,0.038175,0.016705,0.036672,0.178742,0.313815
0.223108,0.545165,0.607843,0.076962,0.125698,0.057008,0.115442,0.176867,0.310104
0.2251,0.545165,0.627451,0.061778,0.10149,0.051879,0.098997,0.15186,0.286599
0.2251,0.545165,0.745098,0.052571,0.077436,0.039379,0.078441,0.180108,0.285568
0.2251,0.544102,0.764706,0.03403,0.048417,0.021385,0.044401,0.204983,0.248248
0.2251,0.544102,0.745098,0.029452,0.040037,0.020236,0.044894,0.118778,0.295465
0.229084,0.546227,0.607843,0.051198,0.049193,0.028476,0.055747,0.386926,0.465361
0.228088,0.545165,0.411765,0.098683,0.126474,0.051207,0.122019,0.260231,0.34165
0.227092,0.545165,0.509804,0.082329,0.103973,0.041089,0.101135,0.189418,0.444536
0.227092,0.545165,0.529412,0.074521,0.114525,0.033493,0.10245,0.189087,0.403712
0.227092,0.545165,0.72549,0.053462,0.063315,0.029037,0.064628,0.232762,0.309898
0.23008,0.545165,0.54902,0.043034,0.038796,0.019255,0.039632,0.382767,0.493196
0.23008,0.545165,0.333333,0.07625,0.064867,0.032288,0.068081,0.436091,0.654845
0.23008,0.544102,0.431373,0.061473,0.053849,0.029793,0.062983,0.403457,0.690721
0.227092,0.544102,0.529412,0.057938,0.094507,0.035091,0.096366,0.149791,0.301444
0.227092,0.544102,0.392157,0.127906,0.181099,0.068892,0.171189,0.232762,0.338764
0.226096,0.544102,0.627451,0.039295,0.057573,0.029709,0.058379,0.142246,0.287217
0.227092,0.543039,0.588235,0.08388,0.122439,0.061044,0.121526,0.173522,0.302681
0.226096,0.543039,0.313725,0.127575,0.223153,0.085933,0.213452,0.156515,0.302887
0.226096,0.543039,0.666667,0.04606,0.060832,0.03055,0.061339,0.219438,0.310104
0.226096,0.544102,0.705882,0.05074,0.067505,0.037725,0.071699,0.112985,0.312578
0.224104,0.544102,0.705882,0.022865,0.029485,0.016705,0.033712,0.222783,0.277733
0.224104,0.544102,0.666667,0.017397,0.021881,0.013369,0.024338,0.232762,0.3033
0.224104,0.544102,0.627451,0.049646,0.07185,0.036156,0.073508,0.175791,0.283712
0.2251,0.543039,0.509804,0.06684,0.111887,0.039547,0.104095,0.160025,0.371547
0.2251,0.543039,0.666667,0.028689,0.02964,0.015135,0.030094,0.268258,0.362062
0.2251,0.543039,0.666667,0.030063,0.030881,0.015948,0.031738,0.290644,0.36866
0.224104,0.544102,0.647059,0.016634,0.017691,0.009501,0.018254,0.288796,0.382681
0.223108,0.544102,0.54902,0.064652,0.099628,0.065276,0.098997,0.186839,0.278351
0.224104,0.544102,0.686275,0.03314,0.034761,0.021441,0.038316,0.260348,0.351135
0.223108,0.544102,0.686275,0.044585,0.048883,0.025505,0.049005,0.250362,0.325155
0.223108,0.544102,0.666667,0.072257,0.101024,0.048292,0.105575,0.178625,0.328042
0.224104,0.543039,0.470588,0.0645,0.076505,0.033129,0.082223,0.278741,0.369897
0.224104,0.541977,0.529412,0.045323,0.048107,0.020516,0.045552,0.287141,0.395258
0.224104,0.543039,0.588235,0.045653,0.05059,0.022226,0.052294,0.271913,0.390722
0.224104,0.543039,0.686275,0.010377,0.011639,0.006979,0.01332,0.277955,0.329898
0.222112,0.543039,0.490196,0.004069,0.004035,0.002326,0.003947,0.129315,0.252578
0.224104,0.540914,0.333333,0.253345,0.315022,0.157235,0.319849,0.228769,0.355052
0.224104,0.538789,0.666667,0.059998,0.070919,0.04832,0.076632,0.277803,0.327011
0.221116,0.544102,0.352941,0.021873,0.02576,0.011323,0.029929,0.265217,0.305155
0.223108,0.543039,0.333333,0.110204,0.125233,0.05712,0.120539,0.205942,0.652783
0.223108,0.541977,0.588235,0.037769,0.043296,0.023852,0.049334,0.326292,0.376495
0.223108,0.541977,0.137255,0.091307,0.131595,0.053365,0.122513,0.21868,0.377114
0.222112,0.541977,0.764706,0.010936,0.015673,0.007315,0.012498,0.233624,0.439382
0.2251,0.540914,0.647059,0.037006,0.037399,0.020516,0.040783,0.235638,0.359794
0.2251,0.541977,0.607843,0.040083,0.043917,0.023347,0.047854,0.234921,0.348867
0.224104,0.540914,0.54902,0.055191,0.067349,0.03851,0.06693,0.226866,0.342063
0.226096,0.541977,0.686275,0.03403,0.037865,0.02203,0.040618,0.22759,0.323712
0.226096,0.541977,0.686275,0.028333,0.030726,0.01847,0.037,0.360754,0.335877
0.2251,0.541977,0.686275,0.047892,0.047486,0.023824,0.044401,0.249252,0.32598
0.2251,0.541977,0.686275,0.029961,0.032744,0.018526,0.032725,0.32992,0.324949
0.226096,0.541977,0.568627,0.133908,0.194289,0.113848,0.182865,0.196411,0.344537
0.226096,0.541977,0.431373,0.048197,0.068125,0.030999,0.068574,0.182211,0.339176
0.226096,0.540914,0.588235,0.019457,0.026381,0.015275,0.030258,0.224928,0.331959
0.226096,0.540914,0.627451,0.017524,0.019553,0.011996,0.024338,0.258624,0.366186
0.226096,0.541977,0.686275,0.01994,0.020484,0.012893,0.026147,0.236817,0.345774
0.227092,0.541977,0.411765,0.149016,0.235102,0.152274,0.240421,0.139026,0.247218
0.227092,0.540914,0.509804,0.070756,0.112042,0.056756,0.113797,0.136612,0.294021
0.227092,0.541977,0.470588,0.115011,0.133302,0.067911,0.141589,0.29023,0.362681
0.228088,0.541977,0.705882,0.037286,0.04702,0.029009,0.04621,0.252776,0.295259
0.228088,0.541977,0.372549,0.042042,0.069677,0.023936,0.070548,0.210632,0.690721
0.228088,0.543039,0.627451,0.031156,0.044227,0.023683,0.04769,0.227838,0.295259
0.228088,0.541977,0.627451,0.029452,0.038951,0.020348,0.036014,0.229376,0.27031
0.23008,0.540914,0.627451,0.024162,0.026536,0.010258,0.025983,0.188494,0.436495
0.231076,0.539851,0.666667,0.052648,0.054469,0.027972,0.057392,0.29041,0.378763
0.231076,0.539851,0.607843,0.075334,0.08473,0.041173,0.086499,0.258403,0.425155
0.23008,0.539851,0.666667,0.026197,0.026691,0.012612,0.028778,0.406622,0.398969
0.23008,0.539851,0.666667,0.016659,0.018156,0.009109,0.021871,0.228452,0.390104
0.23008,0.539851,0.607843,0.039117,0.050124,0.022142,0.049498,0.192121,0.367423
0.231076,0.539851,0.666667,0.032962,0.036468,0.017629,0.033383,0.233997,0.401031
0.231076,0.538789,0.686275,0.035785,0.041899,0.028,0.046045,0.2225,0.309073
0.231076,0.538789,0.705882,0.035124,0.040037,0.022562,0.039467,0.242245,0.301856
0.23008,0.538789,0.686275,0.029223,0.033364,0.020292,0.035192,0.253238,0.35464
0.23008,0.539851,0.666667,0.022814,0.027623,0.012669,0.030258,0.261086,0.36165
0.226096,0.540914,0.705882,0.045552,0.056331,0.04291,0.056734,0.216956,0.29196
0.226096,0.539851,0.313725,0.063152,0.08023,0.031839,0.090281,0.150867,0.293403
0.227092,0.540914,0.666667,0.049061,0.058194,0.032848,0.055254,0.222707,0.315671
0.227092,0.540914,0.45098,0.059184,0.072005,0.039183,0.07433,0.282162,0.335258
0.228088,0.540914,0.215686,0.170634,0.213066,0.094874,0.211807,0.2319,0.399794
0.228088,0.540914,0.431373,0.049265,0.05509,0.023487,0.059694,0.197321,0.317939
0.229084,0.538789,0.294118,0.041711,0.053538,0.019675,0.057556,0.165322,0.307011
0.226096,0.540914,0.647059,0.041126,0.045313,0.032092,0.050814,0.243631,0.308661
0.226096,0.540914,0.666667,0.013098,0.016605,0.010875,0.017431,0.246086,0.292578
0.2251,0.540914,0.686275,0.03988,0.042365,0.027719,0.040783,0.335478,0.317114
0.2251,0.540914,0.666667,0.0308,0.03414,0.022058,0.039796,0.289789,0.328042
0.226096,0.539851,0.509804,0.046391,0.047796,0.028392,0.051307,0.354485,0.394846
0.226096,0.538789,0.490196,0.057455,0.068591,0.029037,0.064792,0.227114,0.389485
0.23506,0.538789,0.156863,0.093189,0.11018,0.065529,0.115442,0.28592,0.416495
0.232072,0.537726,0.686275,0.041482,0.053383,0.03865,0.055419,0.22028,0.298145
0.232072,0.537726,0.588235,0.054759,0.08085,0.051991,0.071699,0.148419,0.298558
0.232072,0.537726,0.607843,0.032886,0.043296,0.032316,0.04917,0.206901,0.287217
0.232072,0.537726,0.607843,0.032886,0.045624,0.030662,0.053774,0.188873,0.277527
0.231076,0.538789,0.627451,0.038557,0.04671,0.023207,0.043907,0.317037,0.357939
0.23008,0.537726,0.313725,0.084236,0.098852,0.052412,0.098832,0.268107,0.460825
0.228088,0.537726,0.411765,0.076479,0.076971,0.045881,0.084361,0.284486,0.454227
0.226096,0.538789,0.098039,0.066204,0.073402,0.043863,0.071041,0.313147,0.508041
0.228088,0.537726,0.313725,0.131161,0.128957,0.088876,0.134188,0.370374,0.452371
0.228088,0.537726,0.333333,0.043848,0.042675,0.033157,0.050814,0.332595,0.446804
0.226096,0.536663,0.294118,0.046137,0.056487,0.03823,0.058214,0.25759,0.291341
0.227092,0.536663,0.235294,0.065517,0.085351,0.047002,0.086663,0.298279,0.426804
0.226096,0.5356,0.27451,0.065466,0.064711,0.046358,0.067259,0.346333,0.493608
0.227092,0.5356,0.294118,0.041762,0.038796,0.028869,0.043743,0.414594,0.472784
0.227092,0.5356,0.294118,0.040796,0.037089,0.031223,0.043907,0.383871,0.478351
0.226096,0.5356,0.294118,0.085126,0.084264,0.056055,0.080086,0.379822,0.456701
0.227092,0.536663,0.27451,0.088331,0.1063,0.071891,0.107219,0.284217,0.281238
0.227092,0.5356,0.294118,0.048095,0.052297,0.040864,0.056405,0.325864,0.409691
0.23008,0.536663,0.254902,0.043873,0.04671,0.031195,0.044729,0.333988,0.47134
0.229084,0.536663,0.27451,0.158731,0.197393,0.088568,0.209341,0.22388,0.407217
0.231076,0.537726,0.45098,0.052775,0.05928,0.041621,0.063805,0.280838,0.411753
0.232072,0.536663,0.333333,0.029579,0.051521,0.02388,0.052294,0.220162,0.40866
0.231076,0.536663,0.294118,0.11112,0.137803,0.070826,0.134188,0.288182,0.496907
0.233068,0.536663,0.019608,0.021263,0.045624,0.006643,0.024338,0.163798,0.458763
0.232072,0.5356,0.27451,0.077573,0.117784,0.05869,0.119553,0.197363,0.336289
0.233068,0.5356,0.313725,0.109644,0.111111,0.073601,0.118402,0.362616,0.447011
0.2251,0.537726,0.686275,0.009741,0.014432,0.008184,0.014965,0.170391,0.274022
0.226096,0.537726,0.176471,0.07742,0.105059,0.057541,0.103108,0.234638,0.36433
0.237052,0.534538,0.392157,0.110382,0.121353,0.060792,0.129584,0.283768,0.479588
0.238048,0.5356,0.27451,0.090874,0.092489,0.049721,0.091761,0.359947,0.553608
0.236056,0.5356,0.372549,0.104888,0.159839,0.058185,0.160171,0.219535,0.416289
0.23506,0.5356,0.588235,0.073147,0.074022,0.035679,0.079592,0.393608,0.551546
0.234064,0.5356,0.098039,0.111984,0.111111,0.057961,0.112975,0.36656,0.578556
0.233068,0.534538,0.254902,0.411949,0.464308,0.227417,0.468015,0.36774,0.550103
0.23008,0.5356,0.254902,0.379343,0.420081,0.224474,0.428383,0.353637,0.525361
0.23008,0.534538,0.215686,0.145404,0.16496,0.096219,0.173656,0.330202,0.445773
0.227092,0.534538,0.137255,0.219874,0.218187,0.140587,0.226607,0.418036,0.62536
0.228088,0.5356,0.27451,0.206267,0.213377,0.128171,0.22151,0.356954,0.491546
0.229084,0.534538,0.117647,0.270767,0.281968,0.170184,0.295346,0.386533,0.54268
0.241036,0.526036,0.078431,0.029198,0.048107,0.018078,0.040125,0.211825,0.587629
0.227092,0.529224,0.039216,0.356376,0.443824,0.201855,0.452557,0.384995,0.53299
0.232072,0.533475,0.431373,0.110128,0.132837,0.068892,0.136162,0.266169,0.429691
0.232072,0.533475,0.666667,0.043593,0.048262,0.025533,0.051801,0.349912,0.411341
0.231076,0.533475,0.588235,0.126634,0.149441,0.079543,0.151784,0.303189,0.423093
0.231076,0.533475,0.45098,0.214711,0.231378,0.124527,0.245025,0.289506,0.464536
0.233068,0.533475,0.098039,0.076962,0.120577,0.042826,0.120868,0.270755,0.294846
0.233068,0.532412,0.490196,0.052546,0.082402,0.040108,0.081237,0.193163,0.43134
0.232072,0.532412,0.627451,0.033649,0.042365,0.025393,0.043743,0.280603,0.334434
0.233068,0.533475,0.45098,0.065136,0.075109,0.03282,0.082223,0.228824,0.41464
0.23506,0.533475,0.333333,0.139961,0.155804,0.073937,0.159513,0.310347,0.525155
0.23506,0.533475,0.372549,0.164301,0.200652,0.092071,0.202927,0.264783,0.445773
0.238048,0.532412,0.058824,0.095224,0.153942,0.044928,0.137642,0.250948,0.304125
0.237052,0.533475,0.235294,0.226766,0.282744,0.126545,0.291235,0.296913,0.492784
0.237052,0.53135,0.588235,0.049519,0.053228,0.027551,0.052787,0.285168,0.373609
0.237052,0.532412,0.313725,0.125184,0.193358,0.086241,0.194211,0.184004,0.359588
0.236056,0.53135,0.313725,0.1305,0.213222,0.094818,0.22003,0.181563,0.42433
0.23506,0.532412,0.294118,0.169007,0.325419,0.130217,0.312778,0.166032,0.409897
0.24004,0.533475,0.27451,0.14426,0.115922,0.067519,0.11725,0.544799,0.882266
0.239044,0.532412,0.392157,0.271758,0.238827,0.127498,0.249794,0.423987,0.656494
0.241036,0.53135,0.470588,0.034386,0.02964,0.01662,0.036014,0.422691,0.695669
0.24004,0.53135,0.509804,0.094435,0.081471,0.045629,0.088308,0.394339,0.598556
0.24004,0.530287,0.627451,0.053233,0.052917,0.02629,0.049827,0.362829,0.50433
0.239044,0.53135,0.54902,0.089399,0.099938,0.048236,0.096037,0.287182,0.482268
0.24004,0.53135,0.588235,0.064474,0.059125,0.029821,0.067259,0.431718,0.703092
0.238048,0.53135,0.254902,0.129813,0.187151,0.076656,0.182042,0.240755,0.45567
0.238048,0.530287,0.431373,0.056285,0.073557,0.035735,0.080743,0.261762,0.420207
0.238048,0.530287,0.529412,0.074953,0.081937,0.043023,0.089459,0.307692,0.439176
0.238048,0.530287,0.333333,0.060354,0.101024,0.035007,0.096201,0.146198,0.455464
0.237052,0.53135,0.529412,0.058752,0.076816,0.037585,0.076632,0.290589,0.388042
0.237052,0.530287,0.666667,0.057862,0.065022,0.037837,0.067752,0.293106,0.375258
0.237052,0.530287,0.490196,0.063686,0.059901,0.035595,0.066601,0.339995,0.456495
0.236056,0.530287,0.529412,0.071901,0.087678,0.045041,0.088637,0.282762,0.429279
0.236056,0.530287,0.490196,0.080803,0.108939,0.059951,0.104917,0.25481,0.428248
0.23506,0.53135,0.490196,0.05926,0.057418,0.035932,0.066272,0.337106,0.43299
0.23506,0.53135,0.333333,0.091103,0.110801,0.046806,0.108535,0.237548,0.464124
0.23506,0.53135,0.529412,0.07742,0.078523,0.049581,0.08469,0.332989,0.438969
0.23506,0.532412,0.529412,0.061346,0.064246,0.030915,0.07433,0.299334,0.522887
0.234064,0.53135,0.54902,0.105066,0.115301,0.056616,0.123006,0.321492,0.536289
0.233068,0.532412,0.647059,0.070934,0.07666,0.035679,0.076797,0.304603,0.497526
